2574,864651
2673,664957.4375
2772,532960.75
2871,784938.0625
2971,608373.1875
3071,711750.25
3171,845300.625
3272,615341.1875
3373,613190.25
3474,841177.625
3576,899747.625
3678,959222.8125
3780,921594.875
3882,763430.75
2282,331501.34375
2379,363161.21875
2476,248952.84375
2575,847912.4375
2674,572420.1875
2773,670216
2872,461620.71875
2972,352682.28125
3072,139187.03125
3172,260484.234375
3273,660951.1875
3374,32825.59375
3475,42037.49609375
3577,275785.4375
3679,1160483.375
3781,583128.3125
3883,413369.09375
3985,196987.0625
4087,55549.86328125
4189,57466.10546875
4292,187742.390625
4395,384155.09375
4498,104886.015625
4601,589291.9375
4705,690159.8125
1999,414126.53125
2093,564065.125
2187,990292.125
2283,58684.64453125
2380,0
2477,95131.3046875
2576,1120199.75
2675,172363.4375
2774,202228.078125
2873,29004.654296875
2973,980029.4375
3073,407952.90625
3173,86345.671875
3274,605793.25
3375,42302.8984375
3476,0
3578,0
3680,608990
3782,707143.125
3884,216551.109375
3986,123562.40625
4088,60884.85546875
4190,57064.984375
4293,125317.109375
4396,0
4499,75571.234375
4602,773640.5
4706,852658.9375
4809,630893.6875
1725,230541.359375
1816,338495.09375
1907,157159.1875
2000,145168.453125
2094,187086.140625
2188,904002.75
2284,415141.28125
2381,55184.6328125
2478,193131.984375
2577,1026487.6875
2676,498044.8125
2775,52637.80859375
2874,39728.0625
2974,0
3074,507076.34375
3174,784014.875
3275,540571.1875
3376,476179.96875
3477,828359.6875
3579,555155.5625
3681,695062.5625
3783,613716
3885,382591.8125
3987,166918.4375
4089,129405.2109375
4191,136473.34375
4294,88497.90625
4397,0
4500,29246.251953125
4603,35965.21875
4707,505385.5
4810,467058.4375
4912,766282.125
1461,236452.390625
1548,191468.09375
1636,187923.84375
1726,266382.75
1817,313125.125
1908,0
2001,217726.578125
2095,323955.34375
2189,328391.46875
2285,167955.828125
2382,619413.125
2479,495087.125
2578,204953.171875
2677,468545.5625
2776,139101.78125
2875,52262.97265625
2975,0
3075,63575.98828125
3175,502189.375
3276,579529.375
3377,402131.59375
3478,678560.25
3580,655695.9375
3682,346571.625
3784,90937.125
3886,379304.71875
3988,414081.15625
4090,194751.46875
4192,123705.140625
4295,71817.03125
4398,78714.03125
4501,0
4604,420056.34375
4708,435319.8125
4811,192065.859375
4913,439439.96875
1206,314913.40625
1290,229724.5625
1375,239756.125
1462,339827.5
1549,174699.34375
1637,316621.75
1727,232332.96875
1818,231979.1875
1909,89294.1015625
2002,89712.7890625
2096,419812.5625
2190,224008.59375
2286,175224.359375
2383,161748.65625
2480,146827.609375
2579,178721.765625
2678,373928.03125
2777,0
2876,43356.44140625
2976,167054.1875
3076,219738.296875
3176,499795.78125
3277,284763.9375
3378,216857.453125
3479,365195
3581,62999.6640625
3683,50949.6875
3785,34444.27734375
3887,44015.8828125
3989,259122
4091,389637.5625
4193,159569.359375
4296,127506.796875
4399,78285.15625
4502,64904.796875
4605,363611.9375
4709,243263.90625
4812,35358.7265625
4914,38093.80078125
5014,139938.734375
1041,458201.03125
1123,357772.9375
1207,249103.09375
1291,215997.25
1376,246704.40625
1463,389961.375
1550,286083.71875
1638,232860.109375
1728,239693.578125
1819,336168.65625
1910,103175.4140625
2003,40376.72265625
2097,283457.9375
2191,189518.703125
2287,140462.6875
2384,168763.328125
2481,133457.078125
2580,165083.921875
2679,382157
2778,254129.015625
2877,238799.796875
2977,165546.140625
3077,297478.03125
3177,503427.59375
3278,142315.578125
3379,208608.484375
3480,196467.203125
3582,0
3684,38583.2578125
3786,69198.1171875
3888,0
3990,65734.8203125
4092,362382.40625
4194,385053.8125
4297,171157.203125
4400,201260.5
4503,318506.0625
4606,306928.34375
4710,78603.5234375
4813,61513.86328125
4915,0
5015,28509.96484375
882,326274.9375
961,379397.84375
1042,296455.03125
1124,296481.28125
1208,276318.125
1292,243728.625
1377,135453.546875
1464,341908.375
1551,380966.15625
1639,263166.1875
1729,189495.71875
1820,242259.078125
1911,154050.109375
2004,114466.1171875
2098,84481.984375
2192,234836.171875
2288,148807.90625
2385,207046.75
2482,181530.453125
2581,329953.53125
2680,71043.0078125
2779,88642.8828125
2878,139556.234375
2978,273803.1875
3078,265912.03125
3178,303266.5
3279,134585.078125
3380,167403.234375
3481,165796.953125
3583,174011.828125
3685,116186.8671875
3787,117549.4765625
3889,0
3991,0
4093,376542.90625
4195,237309.5625
4298,297403.0625
4401,130127.6875
4504,180650.640625
4607,58928.75390625
4711,0
4814,338723.03125
4916,272135.5
5016,85215.625
5114,399869.21875
8479,117816.6875
8571,138517.75
8662,362279.625
8752,239728.34375
805,301804.59375
883,431980.25
962,382379.90625
1043,414406.1875
1125,381606.8125
1209,293178.3125
1293,256414.53125
1378,217619.109375
1465,236149.1875
1552,320104.8125
1640,111607.921875
1730,131279.25
1821,230704.0625
1912,242048.65625
2005,122519.2890625
2099,148868.015625
2193,379368.40625
2289,332325.9375
2386,188566.421875
2483,201111.890625
2582,46918.671875
2681,65362.19140625
2780,132223.5
2879,190711.484375
2979,199993.453125
3079,213726.65625
3179,116293.390625
3280,105923.0546875
3381,65701.03125
3482,27920.3515625
3584,206857.21875
3686,82972.109375
3788,98289.390625
3890,31297.45703125
3992,41448.80078125
4094,263385.28125
4196,156850.25
4299,161155.359375
4402,109094.21875
4505,207900.421875
4608,60715.91015625
4712,0
4815,174982.546875
4917,436700.21875
5017,914339.75
5115,761667
5212,597712.4375
8110,117524.015625
8203,170283.234375
8296,116060.4921875
8388,187377.875
8480,50285.8046875
8572,249881.96875
8663,342359.875
8753,146402.25
8842,302828.1875
8930,474041.25
730,366189
806,408039.25
884,434593.59375
963,308754.15625
1044,358967.09375
1126,315208.15625
1210,384005.28125
1294,259711.625
1379,338396.0625
1466,188458.6875
1553,301915.09375
1641,293457.84375
1731,141406.890625
1822,225352.390625
1913,357489.1875
2006,242090.984375
2100,324110.84375
2194,265594.59375
2290,153417.96875
2387,246091.640625
2484,212988.71875
2583,119132.4609375
2682,161167.28125
2781,157835.25
2880,86977.09375
2980,107713.234375
3080,135035.34375
3180,85115.21875
3281,45872.8828125
3382,0
3483,65771.2890625
3585,281280.65625
3687,175088.578125
3789,168996.5
3891,168726.828125
3993,107294.203125
4095,130706.5625
4197,127260.9765625
4300,155316.359375
4403,140237.671875
4506,174299.8125
4609,52389.25
4713,30389.12890625
4816,0
4918,201919.34375
5018,809851.25
5116,490990.21875
5213,597993
7734,49135.10546875
7829,109483.6015625
7923,104281.7578125
8017,82813.03125
8111,118678.8203125
8204,107138.015625
8297,218568.453125
8389,294792.34375
8481,42622.65625
8573,173392.6875
8664,123468.2109375
8754,134422.53125
8843,185164.546875
8931,304205.90625
9017,287245.8125
9102,166718.046875
731,478674.5625
807,307069.625
885,311812.5
964,338253.15625
1045,260931.421875
1127,257408.59375
1211,314172.8125
1295,198340.625
1380,201603.921875
1467,426468.28125
1554,219680.625
1642,127119.75
1732,117397.140625
1823,201110.5
1914,259989.703125
2007,331395.5625
2101,195710.296875
2195,84175.375
2291,122286.7578125
2388,105037.0546875
2485,152600.046875
2584,175922.90625
2683,209499.75
2782,106866.6796875
2881,164949.40625
2981,132773.78125
3081,132036.515625
3181,192445.359375
3282,101086.2265625
3383,30617.9375
3484,63527.046875
3586,373080.21875
3688,309752.40625
3790,141950.53125
3892,86864.6015625
3994,68675.0859375
4096,155723.734375
4198,98133.140625
4301,97404.5703125
4404,69022.5703125
4507,89464.546875
4610,37484.05859375
4714,0
4817,0
4919,0
5019,661485.75
5117,501916.71875
5214,288576.21875
5309,365753.125
7450,178099.28125
7545,95671.3984375
7640,193416.109375
7735,108473.6328125
7830,92445.8125
7924,75031.4296875
8018,58996.31640625
8112,97862.6953125
8205,47301.3359375
8298,65907.2890625
8390,130001.59375
8482,147003.46875
8574,143110.609375
8665,119995.8046875
8755,102703.140625
8844,175560.4375
8932,117369.3671875
9018,144244.6875
9103,167899.65625
9186,118112.2265625
9268,162455.4375
658,369122.25
732,439267.8125
808,378107.71875
886,370633.21875
965,292185.25
1046,247120.125
1128,275984.15625
